"Nr_Arrest","naam","new_tags"
"1718/0314","Matthias","Schorsing accessoire vordering"
"1718/0314","Matthias","Schorsing opgeheven"
"1718/0314","Matthias","Kosten ten laste van verzoekende partij"
"1718/0314","Matthias","Geen RPV gevraagd"
"1718/0485","Matthias","Afstand"
"1718/0485","Matthias","Kosten ten laste van verzoekende partij"
"1718/0485","Matthias","Geen RPV gevraagd"
"1819/0333","Hildegard","Afstand schorsingsvordering"
"1718/0064","Arnout","Vernietiging"
"1718/0064","Arnout","Meergezinswoning"
"1718/0064","Arnout","Voorschrift BPA"
"1718/0064","Arnout","Functie dakvolume ‘complementair’ aan wonen"
"1718/0064","Arnout","Spraakgebruikelijke betekenis"
"1718/0064","Arnout","Geen zelfstandige wooneenheden in dakvolume mogelijk"
"1718/0064","Arnout","Zone voor open woningbouw"
"1718/0064","Arnout","Beroepsargumentatie niet afdoende beantwoord "
"1718/0064","Arnout","Beoordeling goede RO"
"1718/0064","Arnout","Voorschriften BPA als uitdrukking van goede RO"
"1718/0064","Arnout","Conformiteit niet afdoende onderzocht"
"1718/0064","Arnout","Ongunstig PSA-verslag"
"1718/0064","Arnout","Overschrijding draagkracht in de omgeving"
"1718/0064","Arnout","Niet afdoende gemotiveerd"
"1718/0064","Arnout","‘"
"1718/0064","Arnout","Verdichting’ als stijlclausule700 euro RPV toegekend"
"1718/0064","Arnout","Tussenkomende partij moet eigen kosten dragen"
"1718/0120","Tine","Vernietiging"
"1718/0120","Tine","Ontvankelijkheid tussenkomst"
"1718/0120","Tine","‘"
"1718/0120","Tine","Gemeentebestuur’ beschouwd als ‘CBS'"
"1718/0120","Tine","Vergunningverlenend bestuursorgaan "
"1718/0120","Tine","Verkavelingswijziging hoekperceel"
"1718/0120","Tine","Beoordeling goede RO"
"1718/0120","Tine","Omzendbrief is niet bindend en geen ‘beleidsmatig gewenste ontwikkeling’"
"1718/0120","Tine","Geen schending vertrouwensbeginsel"
"1718/0120","Tine","Deputatie niet gebonden door weigeringsbeslissingen CBS"
"1718/0120","Tine","Ongunstig PSA-verslag"
"1718/0120","Tine","Replieknota aanvrager woordelijk overgenomen"
"1718/0120","Tine","Stijlclausules 700 euro RPV toegekend"
"1718/0120","Tine","Tussenkomende partij moet eigen kosten dragen"
"1819/0178","Heidi","Schorsing verworpen"
"1819/0178","Heidi","Vraag naar belang om proces-economische redenen reeds aangehaald in niet-schorsingsarrest (navigator)"
"1819/0178","Heidi","Onderhandelingen tussen partijen"
"1819/0178","Heidi","Vergunninghouder verklaart vergunning niet uit te voeren"
"1819/0178","Heidi","Afstand van schorsingsvordering"
"1516/0101","Stijn","Ongegrond"
"1516/0101","Stijn","Betwisting tijdigheid"
"1516/0101","Stijn","Gebrek aan betekening aan beroepsindieners"
"1516/0101","Stijn","Beroepstermijn neemt geen aanvang"
"1516/0101","Stijn","Vordering alleszins tijdig (navigator)"
"1516/0101","Stijn","Betwisting belang"
"1516/0101","Stijn","Hinder en nadelen omwonende"
"1516/0101","Stijn","Ontvankelijkheid middel"
"1516/0101","Stijn","Exceptie te vaag (navigator)"
"1516/0101","Stijn","Beoordeling goede RO"
"1516/0101","Stijn","Gebrek aan persoonlijk belang bij het middel"
"1516/0101","Stijn","Beoordeling niet onredelijk"
"1516/0101","Stijn","Opportuniteitskritiek"
"1516/0101","Stijn","Kritiek op CBS onontvankelijk"
"1516/0101","Stijn","Aanvullend middel in WA"
"1516/0101","Stijn","Herbeoordeling na cassatie"
"1516/0101","Stijn","Geen uitspraak over al dan niet van openbare orde (navigator)"
"1516/0101","Stijn","Bestaanbaarheidstoets (artikel 5 "
"1516/0101","Stijn","Inrichtingsbesluit) geldt niet voor woningbouw"
"1516/0101","Stijn","Geen schending gewestplan aangetoond (navigator)"
"1516/0101","Stijn","Geen schending zorgvuldigheidsbeginsel "
"1516/0101","Stijn","Aanvullend middel in WA"
"1516/0101","Stijn","Aantasting buurtweg niet aangetoond"
"1516/0101","Stijn","Inquisitoriale bevoegdheid"
"1516/0101","Stijn","Gebrek in aanvraagdossier"
"1516/0101","Stijn","Geen impact op beslissing aangetoond"
"1516/0101","Stijn","Kritiek op CBS onontvankelijk"
"1516/0553","Jona","Vernietiging"
"1516/0553","Jona","Weigeringsbeslissing regularisatie afwijkende uitvoering vorige vergunning"
"1516/0553","Jona","Aanvrager kan geen rechten putten uit foutief uitgevoerde vergunning"
"1516/0553","Jona","Herbeoordeling van het gehele project vereist (navigator)"
"1516/0553","Jona","Weigeringsmotief niet draagkrachtig"
"1516/0553","Jona","Abstractie mogelijkheid tot regularisatie"
"1516/0553","Jona","Nagelaten om aanvraag te toetsen aan artikel 4.3.1 VCRO"
"1718/0185","Sacha","Vernietiging"
"1718/0185","Sacha","Functiewijziging en verbouwing naar gemeenschapsvoorziening"
"1718/0185","Sacha","Ongunstig PSA-verslag"
"1718/0185","Sacha","Tekort aan parkeervoorzieningen"
"1718/0185","Sacha","Parkeerverordening"
"1718/0185","Sacha","Niet afdoende beoordeeld"
"1718/0185","Sacha","Watertoets"
"1718/0185","Sacha","Verharding"
"1718/0185","Sacha","Geen afdoende onderzoek naar schadelijke effecten watersysteem"
"1718/0185","Sacha","Voorwaarde hemelwaterbuffering onvoldoende precies "
"1718/0185","Sacha","Toegankelijkheidsverordening"
"1718/0185","Sacha","Geen belang bij het middel "
"1718/0185","Sacha","Aanvraagdossier onduidelijk"
"1718/0185","Sacha","Terreinprofiel en gebruik gemeenschapsruimte"
"1718/0185","Sacha","Ongunstig PSA-verslag niet weerlegd 700 euro RPV toegekend"
"1718/0247","Patrick","Vernietiging"
"1718/0247","Patrick","Materiële en formele motiveringsplicht (navigator)"
"1718/0247","Patrick","Middel deels te onduidelijk"
"1718/0247","Patrick","Sloop OE en nieuwbouw"
"1718/0247","Patrick","Ongunstig advies OE in eerdere procedure"
"1718/0247","Patrick","Blijft relevant in kader van onderhavige aanvraag (navigator)"
"1718/0247","Patrick","Verstrengde motiveringsplicht"
"1718/0247","Patrick","Financiële draagkracht niet relevant"
"1718/0247","Patrick","Kwaliteit van toekomstig project is relevant"
"1718/0247","Patrick","Geen voldoende afweging tussen functionele inpasbaarheid en cultuurhistorische aspecten "
"1718/0247","Patrick","Beoordeling goede RO"
"1718/0247","Patrick","Visuele impact"
"1718/0247","Patrick","Niet kennelijk onredelijk "
"1718/0247","Patrick","Geen alternatievenonderzoek vereist "
"1718/0247","Patrick","Voorwaarden ivm aansluiting op rioleringsnet"
"1718/0247","Patrick","Geen voorwaarde in de zin van artikel 4.2.19 VCRO (navigator)"
"1718/0247","Patrick","Voorwaarde brandweg"
"1718/0247","Patrick","Niet te verwezenlijken door aanvrager"
"1718/0247","Patrick","Voorwaardelijke adviezen niet afdoende onderzocht"
"1718/0251","Claire","Vernietiging"
"1718/0251","Claire","Afschaffing spooroverweg"
"1718/0251","Claire","Afdoende persoonlijk belang"
"1718/0251","Claire","Verdwijnen veilige fietsverbinding"
"1718/0251","Claire","Geen loutere actio popularis (navigator)"
"1718/0251","Claire","Beoordeling goede RO"
"1718/0251","Claire","Bezwaren"
"1718/0251","Claire","Mobiliteitsimpact en verkeersveiligheid"
"1718/0251","Claire","Geen afdoende onderzoek "
"1718/0251","Claire","Screeningsplicht"
"1718/0251","Claire","Niet duidelijk welke categorie van bijlage III"
"1718/0251","Claire","Geen aanleg van (spoor)weg (navigator)"
"1718/0251","Claire","Stelplicht verzoekende partij"
"1718/0251","Claire","Soortenbesluit"
"1718/0251","Claire","Aanwezigheid beschermde diersoorten niet aangetoond (navigator)"
"1718/0251","Claire","Voorwaarden"
"1718/0251","Claire","Afdoende precies"
"1718/0251","Claire","Verwijzing naar mogelijke eigendomsbeperkingen geen voorwaarde in de zin van artikel 4.2.19 VCRO (navigator)700 euro RPV toegekend"
"1718/0285","Patrick","Ongegrond"
"1718/0285","Patrick","Gebrek aan inventaris"
"1718/0285","Patrick","Verzoekschrift toch ontvankelijk"
"1718/0285","Patrick","Verwerende partij heeft kennis van alle stukken (navigator)"
"1718/0285","Patrick","Aanvrager heeft van rechtswege belang"
"1718/0285","Patrick","Identificatie bestreden beslissing en verwerende partij afdoende duidelijk (navigator)"
"1718/0285","Patrick","Geen uitdrukkelijke vernietiging gevraagd, maar toch ontvankelijk (navigator) "
"1718/0285","Patrick","Middel geen loutere opportuniteitskritiek "
"1718/0285","Patrick","Weigeringsbeslissing carport"
"1718/0285","Patrick","Ligging in verkaveling voor autobergplaats"
"1718/0285","Patrick","Bestemming gehypothekeerd"
"1718/0290","Claire","Vernietiging"
"1718/0290","Claire","Tussenkomst onontvankelijk"
"1718/0290","Claire","Niet-tijdige betaling rolrecht"
"1718/0290","Claire","Interne kantoororganisatie geen overmacht "
"1718/0290","Claire","Afwerkingsregel"
"1718/0290","Claire","Ongunstig PSA-verslag"
"1718/0290","Claire","Begrip ‘wachtmuur’"
"1718/0290","Claire","Intentie niet relevant"
"1718/0290","Claire","Wachtmuur niet tegen de perceelsgrens"
"1718/0290","Claire","Geen louter burgerrechtelijke discussie (navigator)"
"1718/0290","Claire","Vraag tot verhoging/verlaging RPV niet ingewilligd"
"1718/0290","Claire","Geen kennelijke onredelijke situatie"
"1718/0290","Claire","700 euro RPV toegekend (navigator)"
"1819/0099","Michelle","Schorsing verworpen"
"1819/0099","Michelle","Gebrek aan uiteenzetting mbt hoogdringendheid"
"1819/0099","Michelle","Verwijzing naar voldongen feit en onwettigheid bestreden beslissing volstaat niet"
"1718/0143","Patrick","Samenhangend met 1718/0817"
"1718/0143","Patrick","Tussenarrest"
"1718/0143","Patrick","Opstart bemiddeling"
"1718/0143","Patrick","Interne bemiddelaar aangesteld"
"1718/0143","Patrick","Bemiddelingsvergoeding wordt geregeld in bemiddelingsprotocol (navigator)"
"1718/0195","Lore","Ongegrond"
"1718/0195","Lore","Grieven t.o.v. beslissing CBS niet ontvankelijk"
"1718/0195","Lore","Geen in laatste administratieve aanleg genomen beslissing"
"1718/0195","Lore","Ongunstig PSA-verslag"
"1718/0195","Lore","Afdoende weerlegd"
"1718/0195","Lore","Adviezen die dateren van nà PSA-verslag"
"1718/0195","Lore","Geen aanvullend PSA-verslag vereist (navigator)"
"1718/0195","Lore","Hoorplicht"
"1718/0195","Lore","Aanvullende adviezen tijdens hoorzitting"
"1718/0195","Lore","Mogelijkheid tot schriftelijk horen volstaat (navigator)"
"1718/0195","Lore","Motiveringsplicht"
"1718/0195","Lore","Beroepsargumenten voldoende beantwoord"
"1718/0195","Lore","Stelplicht verzoekende partij mbt replieknota "
"1718/0195","Lore","Voorwaardelijk advies ANB"
"1718/0195","Lore","Voorwaarden worden ontmoet in de aanvraag (navigator)"
"1718/0606","Lieselotte","Afstand"
"1718/0606","Lieselotte","Versnelde rechtspleging na niet-SA"
"1718/0606","Lieselotte","Geen verzoek tot voorzetting"
"1718/0606","Lieselotte","Geen vraag om gehoord te worden 700 euro RPV toegekend"
"1718/0606","Lieselotte","Geen verhoging want versnelde rechtspleging (navigator)"
"1718/0646","Annelore","Afstand"
"1718/0646","Annelore","Versnelde rechtspleging na niet-SA"
"1718/0646","Annelore","Geen verzoek tot voorzetting"
"1718/0646","Annelore","Geen vraag om gehoord te worden "
"1718/0646","Annelore","Bedrag RPV niet begroot door partij"
"1718/0646","Annelore","700 euro RPV toegekend (navigator)"
"1718/0817","Patrick","Samenhangend met 1718/0143"
"1718/0817","Patrick","Tussenarrest"
"1718/0817","Patrick","Opstart bemiddeling"
"1718/0817","Patrick","Interne bemiddelaar aangesteld"
"1718/0817","Patrick","Bemiddelingsvergoeding wordt geregeld in bemiddelingsprotocol"
"1617/0632","Saartje","Vernietiging"
"1617/0632","Saartje","Betwisting belang CBS"
"1617/0632","Saartje","Vergunningverlenend bestuursorgaan"
"1617/0632","Saartje","Artikel 338 OVD/105 OVD nog niet van toepassing"
"1617/0632","Saartje","Overgangsbepaling"
"1617/0632","Saartje","Procedureregels gelden zoals van toepassing in eerste administratieve aanleg (navigator)"
"1617/0632","Saartje","Beoordeling goede RO"
"1617/0632","Saartje","Verkavelingsvergunning"
"1617/0632","Saartje","Afsplitsing lot kasteeltuin"
"1617/0632","Saartje","Inventaris bouwkundig erfgoed"
"1617/0632","Saartje","Cultuurhistorische aspecten niet afdoende onderzocht"
"1617/0632","Saartje","Gunstig advies agentschap OE volstaat niet"
"1617/0632","Saartje","Verstrengde motiveringsplicht gelet op weigeringsbeslissing CBS "
"1617/0632","Saartje","Geen beperkte planaanpassingen"
"1617/0632","Saartje","Gewijzigd verkavelingsplan en verkavelingsvoorschriften"
"1617/0632","Saartje","Gewijzigde inplanting en gabarit"
"1617/0632","Saartje","Niet gemotiveerd of aanpassingen conform zijn aan artikel 4.3.1, §1, tweede en derde lid VCRO RPV niet begroot"
"1617/0632","Saartje","700 euro RPV toegekend (navigator)"
"1617/0632","Saartje","Tussenkomende partij moet eigen kosten dragen"
"1617/0632","Saartje","Geen mogelijkheid tot RPV"
"1617/0728"," + 1516/0557Tariq","Samengevoegde zaken"
"1617/0728"," + 1516/0557Tariq","Ongegrond in 1516/0557 (I) "
"1617/0728"," + 1516/0557Tariq","Vernietiging in 1617/0728 (II) "
"1617/0728"," + 1516/0557Tariq","Aanvullende nota na TA laattijdig"
"1617/0728"," + 1516/0557Tariq","Uit de debatten geweerd "
"1617/0728"," + 1516/0557Tariq","Samenvoeging na TA (navigator)(II) "
"1617/0728"," + 1516/0557Tariq","Actualiteit belang aanvrager"
"1617/0728"," + 1516/0557Tariq","Weigeringsbeslissing vernietigd door minister"
"1617/0728"," + 1516/0557Tariq","Algemeen bestuurlijk toezicht (artikel 248 "
"1617/0728"," + 1516/0557Tariq","Provinciedecreet)"
"1617/0728"," + 1516/0557Tariq","Rv"
"1617/0728"," + 1516/0557Tariq","Vb is ‘natuurlijke’ rechter (navigator)"
"1617/0728"," + 1516/0557Tariq","Geen schending "
"1617/0728"," + 1516/0557Tariq","Grondwet"
"1617/0728"," + 1516/0557Tariq","Vernietigingsbeslissing minister buiten toepassing verklaard (I) "
"1617/0728"," + 1516/0557Tariq","Niet alle verzoekende partijen hebben rolrecht betaald"
"1617/0728"," + 1516/0557Tariq","Geen overmacht of dwaling aangevoerd (I) "
"1617/0728"," + 1516/0557Tariq","Omschrijving voorwerp van de vordering"
"1617/0728"," + 1516/0557Tariq","Materiële vergissing (navigator)"
"1617/0728"," + 1516/0557Tariq","Beroep tegen beslissing CBS is niet ontvankelijk"
"1617/0728"," + 1516/0557Tariq","Bevoegdheid "
"1617/0728"," + 1516/0557Tariq","Rv"
"1617/0728"," + 1516/0557Tariq","Vb"
"1617/0728"," + 1516/0557Tariq","Geen bevoegdheid tot hervorming"
"1617/0728"," + 1516/0557Tariq","Verzoekschrift moet worden beschouwd als vordering tot vernietiging (navigator) (I) "
"1617/0728"," + 1516/0557Tariq","Identificatie verwerende partij"
"1617/0728"," + 1516/0557Tariq","Inquisitoriale bevoegdheid"
"1617/0728"," + 1516/0557Tariq","Afdoende duidelijk (navigator)"
"1617/0728"," + 1516/0557Tariq","Geen belangenschade"
"1617/0728"," + 1516/0557Tariq","Ontvankelijk middel (I) "
"1617/0728"," + 1516/0557Tariq","Exceptie mbt tijdigheid verworpen"
"1617/0728"," + 1516/0557Tariq","Betekening(II) "
"1617/0728"," + 1516/0557Tariq","Intrekking en weigeringsbeslissing"
"1617/0728"," + 1516/0557Tariq","Determinerend weigeringsmotief niet draagkrachtig"
"1617/0728"," + 1516/0557Tariq","Buurtweg afgeschaft"
"1617/0728"," + 1516/0557Tariq","(+ "
"1617/0728"," + 1516/0557Tariq","Overschrijding beslissingstermijn) (I) "
"1617/0728"," + 1516/0557Tariq","Intrekking onwettig dus middelen (in I) moeten onderzocht worden (navigator)"
"1617/0728"," + 1516/0557Tariq","Middel afdoende duidelijk"
"1617/0728"," + 1516/0557Tariq","Beoordeling goede RO"
"1617/0728"," + 1516/0557Tariq","Middel afdoende duidelijk"
"1617/0728"," + 1516/0557Tariq","Verkavelingswijziging"
"1617/0728"," + 1516/0557Tariq","Schaal, ruimtegebruik, bouwdichtheid, hinder, mobiliteit"
"1617/0728"," + 1516/0557Tariq","Kennelijke onredelijkheid niet aangetoond (navigator)"
"1617/0728"," + 1516/0557Tariq","Onduidelijkheid op het plan"
"1617/0728"," + 1516/0557Tariq","Geen belang bij het middel     "
"1617/0728"," + 1516/0557Tariq","Middel afdoende duidelijk"
"1617/0728"," + 1516/0557Tariq","Middelenonderdeel uit WA onontvankelijk"
"1617/0728"," + 1516/0557Tariq","Verzending aanvraag naar eigenaars andere kavels"
"1617/0728"," + 1516/0557Tariq","Bezwaren eigenaars andere kavels laattijdig (navigator) "
"1617/0728"," + 1516/0557Tariq","Middel afdoende duidelijk"
"1617/0728"," + 1516/0557Tariq","Buurtweg afgeschaft"
"1617/0728"," + 1516/0557Tariq","Middel mist feitelijke grondslag (II) 700 euro RPV toegekend"
"1617/0301","Laura","Onontvankelijk"
"1617/0301","Laura","Laattijdig"
"1617/0301","Laura","Datum van betekening doet termijn ingaan voor beroepsindieners"
"1617/0301","Laura","Berekening termijn (navigator)"
"1617/0315","Claire","Ongegrond"
"1617/0315","Claire","Afstand van tussenkomst (navigator)"
"1617/0315","Claire","Beperkte afwijking voorschriften RUP"
"1617/0315","Claire","Afstand balkon 1m90 ipv 2m aanvaard"
"1617/0315","Claire","Schending goede RO niet aangetoond"
"1617/0315","Claire","Voorschriften RUP"
"1617/0315","Claire","Aantal bouwlagen"
"1617/0315","Claire","Geen afwijking aangetoond"
"1617/0315","Claire","Beperkte afwijking voorschriften RUP"
"1617/0315","Claire","Kroonlijsthoogte 6m50 ipv 6m aanvaard (navigator)"
"1617/0315","Claire","Schending goede RO niet aangetoond"
"1617/0315","Claire","Voorschrift RUP"
"1617/0315","Claire","Niet van toepassing op aanvraag"
"1617/0375","Hildegard","Vernietiging"
"1617/0375","Hildegard","Regularisatievergunning dakterras"
"1617/0375","Hildegard","Betwisting belang derdebelanghebbende"
"1617/0375","Hildegard","Verminderde woonkwaliteit (navigator)"
"1617/0375","Hildegard","Onrechtstreekse hinder"
"1617/0375","Hildegard","Minwaarde eigendom"
"1617/0375","Hildegard","Feit dat werken reeds werden uitgevoerd op ogenblik dat verzoekende partij eigenaar werd, doet geen afbreuk aan belang"
"1617/0375","Hildegard","Feitelijke toestand is niet relevant, maar wel de vergunde toestand"
"1617/0375","Hildegard","Geen verval van het recht zich tot de rechter te wenden (navigator)"
"1617/0375","Hildegard","Voorschriften RUP"
"1617/0375","Hildegard","Spraakwoordelijke betekenis ‘bouwdiepte’"
"1617/0375","Hildegard","Afstand tussen voor/achtergevel"
"1617/0375","Hildegard","Dakterras maakt geen onderdeel uit van bouwdiepte (navigator)"
"1617/0375","Hildegard","Inplantingsvoorschriften niet van toepassing op bestaande gebouwen"
"1617/0375","Hildegard","Voorschrift verordening verwijst naar ‘lichten en zichten’"
"1617/0375","Hildegard","Afstandsregels BW (1,9 meter) na te leven"
"1617/0375","Hildegard","Aspect van goede RO"
"1617/0375","Hildegard","Geen louter burgerrechtelijke kwestie meer"
"1617/0375","Hildegard","Aanvraag niet in overeenstemming met afstandsregel BW (navigator)"
"1718/0734","Sacha","Vernietiging"
"1718/0734","Sacha","Versnelde RP na SA"
"1718/0734","Sacha","Geen vraag om te worden gehoord"
"1718/0202","Thibault","Ongegrond"
"1718/0202","Thibault","Toepasbaar gewestplangebied"
"1718/0202","Thibault","Rv"
"1718/0202","Thibault","Vb kan niet zelf grenslijn bepalen"
"1718/0202","Thibault","Verwerende partij heeft ligging percelen afdoende onderzocht"
"1718/0202","Thibault","Analoge plannen primeren op het digitale gewestplan"
"1718/0202","Thibault","VZP gebruikt minder gedetailleerde analoge plannen ("
"1718/0202","Thibault","Navigator)"
"1718/0202","Thibault","Toepassing "
"1718/0202","Thibault","Steeno"
"1718/0202","Thibault","Onverenigbaarheid met gewestplan volstaat als weigeringsmotief"
"1718/0203","Annelore","Vernietiging"
"1718/0203","Annelore","SBV onder voorwaarden regularisatie buitenzijde meergezinswoning"
"1718/0203","Annelore","Andersluidend PSA-verslag"
"1718/0203","Annelore","Verzwaarde motiveringsplicht"
"1718/0203","Annelore","Onzorgvuldig onderzoek daadwerkelijk voorwerp aanvraag"
"1718/0203","Annelore","Artikel 4.2.19 VCRO"
"1718/0203","Annelore","Onduidelijke voorwaarde"
"1718/0203","Annelore","Conformiteit "
"1718/0203","Annelore","Verordening niet afdoende onderzocht"
"1617/0814","Arnout","Vernietiging "
"1617/0814","Arnout","Actueel belang op zitting"
"1617/0814","Arnout","Exceptie niet gestaafd"
"1617/0814","Arnout","Belang 2de VZP voldoende om vernietiging ten gronde te behandelen ("
"1617/0814","Arnout","Navigator)VZP kan op ontvankelijke wijze haar middel in WA beperken ("
"1617/0814","Arnout","Navigator)"
"1617/0814","Arnout","m.e.r.-screening"
"1617/0814","Arnout","Gemotiveerd onderzoek vereist –("
"1617/0814","Arnout","Navigator)"
"1617/0814","Arnout","Artikel 4.3.1, §2, eerste lid VCRO"
"1617/0814","Arnout","Relevante in de omgeving bestaande toestand"
"1617/0814","Arnout","Parkeerproblematiek"
"1617/0814","Arnout","Doorgeschoven naar stedenbouwkundige vergunning (OV)"
"1617/0814","Arnout","Actuele toestand"
"1617/0814","Arnout","Geen rekening houden met hypotheses"
"1617/0814","Arnout","Onzekere gebeurtenissen"
"1617/0814","Arnout","Niet afdoende gemotiveerd"
"1617/0814","Arnout","Artikel 4.4.1 VCRO"
"1617/0814","Arnout","Beperkte afwijking"
"1617/0814","Arnout","Bouwdiepte niet afdoende gemotiveerd"
"1617/0814","Arnout","Motivering afwijking rooilijn niet betrokken in argumentatie VZP"
"1617/0814","Arnout","Niet voldaan aan stelplicht"
"1617/0814","Arnout","RPV toegekend"
"1617/0814","Arnout","Rolrechten ten laste VWP"
"1617/0809","Tariq","Vernietiging (samenhang: 1617/0806) "
"1617/0809","Tariq","Art. 69 PB"
"1617/0809","Tariq","TSK heeft voortgezet"
"1617/0809","Tariq","Laattijdig tussengekomen in vernietigingsprocedure ("
"1617/0809","Tariq","Procedure na wijzigingsdecreet) "
"1617/0809","Tariq","Beperkte planaanpassingen"
"1617/0809","Tariq","Belang bij het middel (navigator)"
"1617/0809","Tariq","Nieuw openbaar onderzoek georganiseerd"
"1617/0809","Tariq","Bijkomende planaanpassingen niet getoetst aan artikel 4.3.1, §1 VCRO"
"1617/0809","Tariq","Beoordeling goede RO"
"1617/0809","Tariq","Andersluidend PSA-verslag"
"1617/0809","Tariq","Inpasbaarheid"
"1617/0809","Tariq","Privacy"
"1617/0809","Tariq","Mobiliteit"
"1617/0809","Tariq","Niet afdoende gemotiveerd"
"1617/0809","Tariq","Principiële bevoegdheid CBSRPV niet verzocht ("
"1617/0809","Tariq","Navigator)"
"1617/0806","Tariq","Onontvankelijk (samenhang: 1617/0809)"
"1617/0806","Tariq","Zonder voorwerp"
"1617/0806","Tariq","RPV toegekend"
"1617/0806","Tariq","Eén beroep/meerdere VZP"
"1617/0801","Saartje","Vernietiging"
"1617/0801","Saartje","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1617/0801","Saartje","Derde-belanghebbende"
"1617/0801","Saartje","Louter nabuurschap verleent geen belang"
"1617/0801","Saartje","Geen louter procedureel belang"
"1617/0801","Saartje","Belang voorafgaand aan herstelbeslissing aanvaard ("
"1617/0801","Saartje","Navigator)"
"1617/0801","Saartje","Visuele en geluidshinder aannemelijk"
"1617/0801","Saartje","Exceptie belang bij het middel beperkt tot exceptie inzake belang"
"1617/0801","Saartje","Exceptie verworpen"
"1617/0801","Saartje","Art. 159 "
"1617/0801","Saartje","Gw."
"1617/0801","Saartje","Individuele rechtshandeling"
"1617/0801","Saartje","Vergunning dient niet voor onbestaande te worden gehouden"
"1617/0801","Saartje","Imbos ten tijde individuele vergunning niet uitgeklaard"
"1617/0801","Saartje","VZP toont niet aan dat de voorafgaande vergunning een determinerend vergunningsmotief uitmaakt"
"1617/0801","Saartje","Belang bij het middel"
"1617/0801","Saartje","Artikel 7.2.0 "
"1617/0801","Saartje","Inrichtingsbesluit"
"1617/0801","Saartje","Bufferzone rond industriegebied"
"1617/0801","Saartje","Omzendbrief heeft geen verordenend karakter"
"1617/0801","Saartje","PSA beperkt zich tot een verwijzing naar haar advies bij de definitief verleende beslissing"
"1617/0801","Saartje","Loutere aanwezigheid talud en bouwwerk doen niet af aan bufferende functie"
"1617/0801","Saartje","Openbaar domein meegenomen als relevant element"
"1617/0801","Saartje","VZP toont (in belangrijke mate) niet aan dat relevante elementen niet (afdoende) werden meegenomen in de beoordeling/motivering"
"1617/0801","Saartje","Uitzondering: silo's, elektro-cabine en elevatorband"
"1718/0267","Jens","Ongegrond"
"1718/0267","Jens","Artikel 11.4.1 van het "
"1718/0267","Jens","Inrichtingsbesluit"
"1718/0267","Jens","Werkelijk landbouwbedrijf"
"1718/0267","Jens","Planologische toets"
"1718/0267","Jens","Ongunstig advies eigen gemaakt"
"1718/0267","Jens","Zorgvuldig onderzoek"
"1718/0267","Jens","Kennelijke onredelijkheid of onjuiste aard motivering niet aangetoond: geen volwaardige paardenhouderij ("
"1718/0267","Jens","Navigator)"
"1718/0267","Jens","Relevantie voorgeschiedenis ("
"1718/0267","Jens","Navigator)"
"1718/0270","Jona","Ongegrond"
"1718/0270","Jona","TSK"
"1718/0270","Jona","Ingediend bij de "
"1718/0270","Jona","Raad per bode zonder ontvangstbewijs van de griffie"
"1718/0270","Jona","Geen beveiligde zending ("
"1718/0270","Jona","Navigator)"
"1718/0270","Jona","Geen verweer op zitting noch SU ("
"1718/0270","Jona","Navigator)"
"1718/0270","Jona","Exceptie gebrek aan middel onduidelijk"
"1718/0270","Jona","VZP toont niet aan dat VWP op kennelijk onredelijke, onzorgvuldige of onjuiste wijze heeft geherkwalificeerd tot een aanvraag voor vier woningen"
"1718/0270","Jona","Weigeringsmotieven inzake planologische onverenigbaarheid en inzake GRO steunen op deze kwalificatie"
"1718/0250","Ingrid","Ongegrond"
"1718/0250","Ingrid","Artikel 4.8.11, §1, eerste lid, 3° VCRO"
"1718/0250","Ingrid","Derde-belanghebbende"
"1718/0250","Ingrid","Nabuur"
"1718/0250","Ingrid","Visuele en mobiliteitsimpact"
"1718/0250","Ingrid","Onpartijdigheidsbeginsel"
"1718/0250","Ingrid","Loutere aanwezigheid vertegenwoordiger vergunningverlenend orgaan in eerste instantie"
"1718/0250","Ingrid","Geen gewettigde twijfel van partijdigheid aangetoond ("
"1718/0250","Ingrid","Navigator)"
"1718/0250","Ingrid","Combinatie van mandaten gedeputeerde"
"1718/0250","Ingrid","Aanvoerlast verzoekende partij"
"1718/0250","Ingrid","Loutere insinuaties ("
"1718/0250","Ingrid","Navigator)"
"1718/0250","Ingrid","Beweerde onregelmatigheid hoorzitting"
"1718/0250","Ingrid","Invloed op onafhankelijkheid niet aangetoond"
"1718/0250","Ingrid","Geen verplichting advies te vragen aan GECORO"
"1718/0250","Ingrid","Niet vragen van een advies kan niet doen besluiten tot de onwettigheid van de bestreden beslissing"
"1718/0250","Ingrid","Prejudiciële vraag niet vereist"
"1718/0250","Ingrid","Vraag tot advies moet niet formeel worden beantwoord in de BB"
"1718/0250","Ingrid","Art. 4.7.22-4.7.23 VCRO"
"1718/0250","Ingrid","Hoorplicht"
"1718/0250","Ingrid","Wijziging van de plannen"
"1718/0250","Ingrid","Voldoende mogelijkheid tot tegenspraak"
"1718/0250","Ingrid","VZP toont niet aan op hoorzitting niet te beschikken over relevante planaanpassingen"
"1718/0250","Ingrid","Artikel 4.3.1, § 2 VCRO"
"1718/0250","Ingrid","Beoordeling GRO"
"1718/0250","Ingrid","Andersluidende beoordeling PSA-verslag"
